trajectory	surrogate_index	full_sscs_lz76_nats_per_second	lz76_phrase_count
1	131	0.257606916129	370
1	132	0.254125741587	365
1	133	0.256214446312	368
1	134	0.254821976495	366
1	135	0.257606916129	370
1	136	0.254821976495	366
1	137	0.258303151037	371
1	138	0.259695620854	373
1	139	0.259695620854	373
1	140	0.258303151037	371
1	141	0.256214446312	368
1	142	0.258999385946	372
1	143	0.258999385946	372
1	144	0.256214446312	368
1	145	0.258303151037	371
1	146	0.257606916129	370
1	147	0.25691068122	369
1	148	0.255518211404	367
1	149	0.256214446312	368
1	150	0.25273327177	363
1	151	0.254125741587	365
1	152	0.258303151037	371
1	153	0.258303151037	371
1	154	0.254821976495	366
1	155	0.258303151037	371
1	156	0.258999385946	372
1	157	0.258999385946	372
1	158	0.258303151037	371
1	159	0.258303151037	371
1	160	0.258999385946	372
1	161	0.260391855763	374
1	162	0.257606916129	370
1	163	0.25691068122	369
1	164	0.257606916129	370
1	165	0.258303151037	371
1	166	0.255518211404	367
1	167	0.259695620854	373
1	168	0.254821976495	366
1	169	0.256214446312	368
1	170	0.258999385946	372
1	171	0.258999385946	372
1	172	0.25691068122	369
1	173	0.256214446312	368
1	174	0.258303151037	371
1	175	0.25691068122	369
1	176	0.257606916129	370
1	177	0.258303151037	371
1	178	0.259695620854	373
1	179	0.258999385946	372
1	180	0.258999385946	372
1	181	0.258303151037	371
1	182	0.258999385946	372
1	183	0.254125741587	365
1	184	0.259695620854	373
1	185	0.257606916129	370
1	186	0.256214446312	368
1	187	0.25691068122	369
1	188	0.259695620854	373
1	189	0.25691068122	369
1	190	0.256214446312	368
1	191	0.25691068122	369
1	192	0.256214446312	368
1	193	0.259695620854	373
1	194	0.258303151037	371
1	195	0.260391855763	374
1	196	0.254821976495	366
1	197	0.256214446312	368
1	198	0.254125741587	365
1	199	0.254821976495	366
1	200	0.258999385946	372
2	1	0.258476175136	372
2	2	0.256391689853	369
2	3	0.256391689853	369
2	4	0.258476175136	372
2	5	0.257086518281	370
2	6	0.257086518281	370
2	7	0.257781346708	371
2	8	0.257781346708	371
2	9	0.258476175136	372
2	10	0.257086518281	370
2	11	0.255696861425	368
2	12	0.253612376142	365
2	13	0.255696861425	368
2	14	0.257781346708	371
2	15	0.258476175136	372
2	16	0.258476175136	372
2	17	0.256391689853	369
2	18	0.257086518281	370
2	19	0.259171003564	373
2	20	0.255696861425	368
2	21	0.258476175136	372
2	22	0.256391689853	369
2	23	0.256391689853	369
2	24	0.257086518281	370
2	25	0.258476175136	372
2	26	0.256391689853	369
2	27	0.255696861425	368
2	28	0.256391689853	369
2	29	0.257781346708	371
2	30	0.258476175136	372
2	31	0.255696861425	368
2	32	0.258476175136	372
2	33	0.260560660419	375
2	34	0.251527890858	362
2	35	0.254307204569	366
2	36	0.259865831992	374
2	37	0.257781346708	371
2	38	0.259865831992	374
2	39	0.257086518281	370
2	40	0.255002032997	367
2	41	0.253612376142	365
2	42	0.258476175136	372
2	43	0.258476175136	372
2	44	0.259171003564	373
2	45	0.259171003564	373
2	46	0.255002032997	367
2	47	0.257781346708	371
2	48	0.256391689853	369
2	49	0.258476175136	372
2	50	0.258476175136	372
2	51	0.257781346708	371
2	52	0.257086518281	370
2	53	0.258476175136	372
2	54	0.259865831992	374
2	55	0.257086518281	370
2	56	0.259171003564	373
2	57	0.255696861425	368
2	58	0.255696861425	368
2	59	0.256391689853	369
2	60	0.256391689853	369
2	61	0.259171003564	373
2	62	0.257781346708	371
2	63	0.259171003564	373
2	64	0.257086518281	370
2	65	0.257086518281	370
2	66	0.257086518281	370
2	67	0.258476175136	372
2	68	0.259865831992	374
2	69	0.257781346708	371
2	70	0.256391689853	369
2	71	0.255002032997	367
2	72	0.261255488847	376
2	73	0.256391689853	369
2	74	0.257781346708	371
2	75	0.255696861425	368
2	76	0.258476175136	372
2	77	0.256391689853	369
2	78	0.257781346708	371
2	79	0.257781346708	371
2	80	0.257086518281	370
2	81	0.256391689853	369
2	82	0.255002032997	367
2	83	0.258476175136	372
2	84	0.259171003564	373
2	85	0.257086518281	370
2	86	0.258476175136	372
2	87	0.259171003564	373
2	88	0.257086518281	370
2	89	0.257781346708	371
2	90	0.256391689853	369
2	91	0.255696861425	368
2	92	0.259171003564	373
2	93	0.259865831992	374
2	94	0.257781346708	371
2	95	0.256391689853	369
2	96	0.258476175136	372
2	97	0.257781346708	371
2	98	0.256391689853	369
2	99	0.258476175136	372
2	100	0.257086518281	370
2	101	0.256391689853	369
2	102	0.255696861425	368
2	103	0.258476175136	372
2	104	0.255696861425	368
2	105	0.255696861425	368
2	106	0.257086518281	370
2	107	0.258476175136	372
2	108	0.256391689853	369
2	109	0.257086518281	370
2	110	0.257086518281	370
2	111	0.256391689853	369
2	112	0.256391689853	369
2	113	0.255002032997	367
2	114	0.259171003564	373
2	115	0.253612376142	365
2	116	0.258476175136	372
2	117	0.261255488847	376
2	118	0.258476175136	372
2	119	0.258476175136	372
2	120	0.261255488847	376
2	121	0.257781346708	371
2	122	0.255696861425	368
2	123	0.257086518281	370
2	124	0.255696861425	368
2	125	0.257781346708	371
2	126	0.256391689853	369
2	127	0.257781346708	371
2	128	0.259171003564	373
2	129	0.255696861425	368
2	130	0.258476175136	372
2	131	0.258476175136	372
2	132	0.257781346708	371
2	133	0.254307204569	366
2	134	0.257086518281	370
2	135	0.255696861425	368
2	136	0.259171003564	373
2	137	0.257086518281	370
2	138	0.257781346708	371
2	139	0.259171003564	373
2	140	0.256391689853	369
2	141	0.255696861425	368
2	142	0.259865831992	374
2	143	0.259865831992	374
2	144	0.256391689853	369
2	145	0.257781346708	371
2	146	0.254307204569	366
2	147	0.255696861425	368
2	148	0.258476175136	372
2	149	0.257781346708	371
2	150	0.257086518281	370
2	151	0.255002032997	367
2	152	0.256391689853	369
2	153	0.256391689853	369
2	154	0.259171003564	373
2	155	0.256391689853	369
2	156	0.258476175136	372
2	157	0.259865831992	374
2	158	0.257781346708	371
2	159	0.259865831992	374
2	160	0.258476175136	372
2	161	0.255696861425	368
2	162	0.255002032997	367
2	163	0.255002032997	367
2	164	0.257781346708	371
2	165	0.257086518281	370
2	166	0.260560660419	375
2	167	0.257086518281	370
2	168	0.259171003564	373
2	169	0.257086518281	370
2	170	0.255696861425	368
2	171	0.259865831992	374
2	172	0.256391689853	369
2	173	0.257781346708	371
2	174	0.254307204569	366
2	175	0.256391689853	369
2	176	0.258476175136	372
2	177	0.259865831992	374
2	178	0.259171003564	373
2	179	0.256391689853	369
2	180	0.259171003564	373
2	181	0.257781346708	371
2	182	0.257086518281	370
2	183	0.259171003564	373
2	184	0.256391689853	369
2	185	0.258476175136	372
2	186	0.258476175136	372
2	187	0.257781346708	371
2	188	0.257086518281	370
2	189	0.257086518281	370
2	190	0.258476175136	372
2	191	0.255002032997	367
2	192	0.257781346708	371
2	193	0.255696861425	368
2	194	0.253612376142	365
2	195	0.257086518281	370
2	196	0.257781346708	371
2	197	0.257781346708	371
2	198	0.258476175136	372
2	199	0.259171003564	373
2	200	0.258476175136	372
3	1	0.255491447128	367
3	2	0.256187609109	368
3	3	0.257579933072	370
3	4	0.256187609109	368
3	5	0.259668419015	373
3	6	0.25688377109	369
3	7	0.258972257034	372
3	8	0.257579933072	370
3	9	0.258276095053	371
3	10	0.255491447128	367
3	11	0.258276095053	371
3	12	0.257579933072	370
3	13	0.257579933072	370
3	14	0.258972257034	372
3	15	0.258972257034	372
3	16	0.254795285147	366
3	17	0.25688377109	369
3	18	0.25688377109	369
3	19	0.255491447128	367
3	20	0.257579933072	370
3	21	0.256187609109	368
3	22	0.25688377109	369
3	23	0.258972257034	372
3	24	0.25688377109	369
3	25	0.256187609109	368
3	26	0.258972257034	372
3	27	0.257579933072	370
3	28	0.258276095053	371
3	29	0.259668419015	373
3	30	0.258276095053	371
3	31	0.257579933072	370
3	32	0.257579933072	370
3	33	0.258972257034	372
3	34	0.259668419015	373
3	35	0.259668419015	373
3	36	0.259668419015	373
3	37	0.258972257034	372
3	38	0.256187609109	368
3	39	0.259668419015	373
3	40	0.258972257034	372
3	41	0.257579933072	370
3	42	0.25688377109	369
3	43	0.258276095053	371
3	44	0.256187609109	368
3	45	0.256187609109	368
3	46	0.259668419015	373
3	47	0.256187609109	368
3	48	0.256187609109	368
3	49	0.255491447128	367
3	50	0.256187609109	368
3	51	0.256187609109	368
3	52	0.25688377109	369
3	53	0.258972257034	372
3	54	0.259668419015	373
3	55	0.258276095053	371
3	56	0.256187609109	368
3	57	0.258276095053	371
3	58	0.254099123165	365
3	59	0.255491447128	367
3	60	0.254795285147	366
3	61	0.255491447128	367
3	62	0.256187609109	368
3	63	0.257579933072	370
3	64	0.256187609109	368
3	65	0.25688377109	369
3	66	0.258276095053	371
3	67	0.25688377109	369
3	68	0.256187609109	368
3	69	0.25688377109	369
3	70	0.258276095053	371
3	71	0.257579933072	370
3	72	0.254795285147	366
3	73	0.258276095053	371
3	74	0.252706799203	363
3	75	0.256187609109	368
3	76	0.256187609109	368
3	77	0.253402961184	364
3	78	0.258276095053	371
3	79	0.254795285147	366
3	80	0.257579933072	370
3	81	0.257579933072	370
3	82	0.255491447128	367
3	83	0.25688377109	369
3	84	0.25688377109	369
3	85	0.259668419015	373
3	86	0.258276095053	371
3	87	0.258972257034	372
3	88	0.258972257034	372
3	89	0.257579933072	370
3	90	0.257579933072	370
3	91	0.257579933072	370
3	92	0.258276095053	371
3	93	0.258972257034	372
3	94	0.254795285147	366
3	95	0.25688377109	369
3	96	0.254099123165	365
3	97	0.255491447128	367
3	98	0.25688377109	369
3	99	0.25688377109	369
3	100	0.25688377109	369
3	101	0.257579933072	370
3	102	0.256187609109	368
3	103	0.258276095053	371
3	104	0.255491447128	367
3	105	0.258972257034	372
3	106	0.256187609109	368
3	107	0.256187609109	368
3	108	0.25688377109	369
3	109	0.255491447128	367
3	110	0.25688377109	369
3	111	0.258972257034	372
3	112	0.25688377109	369
3	113	0.258276095053	371
3	114	0.257579933072	370
3	115	0.258972257034	372
3	116	0.255491447128	367
3	117	0.258276095053	371
3	118	0.258276095053	371
3	119	0.255491447128	367
3	120	0.25688377109	369
3	121	0.258276095053	371
3	122	0.25688377109	369
3	123	0.255491447128	367
3	124	0.25688377109	369
3	125	0.257579933072	370
3	126	0.258276095053	371
3	127	0.258276095053	371
3	128	0.257579933072	370
3	129	0.25688377109	369
3	130	0.258276095053	371
3	131	0.256187609109	368
3	132	0.25688377109	369
3	133	0.254795285147	366
3	134	0.258972257034	372
3	135	0.257579933072	370
3	136	0.254795285147	366
3	137	0.258276095053	371
3	138	0.257579933072	370
3	139	0.259668419015	373
3	140	0.255491447128	367
3	141	0.25688377109	369
3	142	0.255491447128	367
3	143	0.257579933072	370
3	144	0.25688377109	369
3	145	0.256187609109	368
3	146	0.256187609109	368
3	147	0.25688377109	369
3	148	0.25688377109	369
3	149	0.25688377109	369
3	150	0.258972257034	372
3	151	0.254795285147	366
3	152	0.25688377109	369
3	153	0.25688377109	369
3	154	0.257579933072	370
3	155	0.259668419015	373
3	156	0.258276095053	371
3	157	0.258972257034	372
3	158	0.260364580997	374
3	159	0.258276095053	371
3	160	0.253402961184	364
3	161	0.253402961184	364
3	162	0.258276095053	371
3	163	0.254795285147	366
3	164	0.25688377109	369
3	165	0.258972257034	372
3	166	0.259668419015	373
3	167	0.25688377109	369
3	168	0.256187609109	368
3	169	0.258972257034	372
3	170	0.258276095053	371
3	171	0.25688377109	369
3	172	0.258276095053	371
3	173	0.256187609109	368
3	174	0.257579933072	370
3	175	0.254099123165	365
3	176	0.258972257034	372
3	177	0.256187609109	368
3	178	0.256187609109	368
3	179	0.258276095053	371
3	180	0.254099123165	365
3	181	0.258972257034	372
3	182	0.25688377109	369
3	183	0.254795285147	366
3	184	0.257579933072	370
3	185	0.25688377109	369
3	186	0.257579933072	370
3	187	0.259668419015	373
3	188	0.257579933072	370
3	189	0.258972257034	372
3	190	0.255491447128	367
3	191	0.259668419015	373
3	192	0.25688377109	369
3	193	0.256187609109	368
3	194	0.255491447128	367
3	195	0.258972257034	372
3	196	0.257579933072	370
3	197	0.260364580997	374
3	198	0.257579933072	370
3	199	0.256187609109	368
3	200	0.259668419015	373
4	1	0.255386673748	367
4	2	0.254690797253	366
4	3	0.256778426738	369
4	4	0.254690797253	366
4	5	0.251907291272	362
4	6	0.253299044262	364
4	7	0.254690797253	366
4	8	0.253299044262	364
4	9	0.253299044262	364
4	10	0.254690797253	366
4	11	0.249819661786	359
4	12	0.251211414777	361
4	13	0.254690797253	366
4	14	0.253994920758	365
4	15	0.251907291272	362
4	16	0.251211414777	361
4	17	0.257474303234	370
4	18	0.255386673748	367
4	19	0.256082550243	368
4	20	0.251211414777	361
4	21	0.252603167767	363
4	22	0.251211414777	361
4	23	0.253994920758	365
4	24	0.251907291272	362
4	25	0.252603167767	363
4	26	0.253994920758	365
4	27	0.253994920758	365
4	28	0.253299044262	364
4	29	0.255386673748	367
4	30	0.255386673748	367
4	31	0.254690797253	366
4	32	0.257474303234	370
4	33	0.255386673748	367
4	34	0.251907291272	362
4	35	0.252603167767	363
4	36	0.254690797253	366
4	37	0.251907291272	362
4	38	0.253994920758	365
4	39	0.253299044262	364
4	40	0.253994920758	365
4	41	0.251211414777	361
4	42	0.251907291272	362
4	43	0.254690797253	366
4	44	0.253994920758	365
4	45	0.252603167767	363
4	46	0.251907291272	362
4	47	0.253299044262	364
4	48	0.253299044262	364
4	49	0.258170179729	371
4	50	0.253994920758	365
4	51	0.253299044262	364
4	52	0.253994920758	365
4	53	0.255386673748	367
4	54	0.254690797253	366
4	55	0.253299044262	364
4	56	0.254690797253	366
4	57	0.251907291272	362
4	58	0.249819661786	359
4	59	0.254690797253	366
4	60	0.251211414777	361
4	61	0.251211414777	361
4	62	0.253994920758	365
4	63	0.256082550243	368
4	64	0.250515538281	360
4	65	0.253299044262	364
4	66	0.252603167767	363
4	67	0.253994920758	365
4	68	0.253994920758	365
4	69	0.252603167767	363
4	70	0.254690797253	366
4	71	0.251211414777	361
4	72	0.251907291272	362
4	73	0.252603167767	363
4	74	0.252603167767	363
4	75	0.255386673748	367
4	76	0.251211414777	361
4	77	0.252603167767	363
4	78	0.252603167767	363
4	79	0.253299044262	364
4	80	0.253299044262	364
4	81	0.253299044262	364
4	82	0.252603167767	363
4	83	0.252603167767	363
4	84	0.253994920758	365
4	85	0.251907291272	362
4	86	0.255386673748	367
4	87	0.250515538281	360
4	88	0.251907291272	362
4	89	0.251211414777	361
4	90	0.252603167767	363
4	91	0.253299044262	364
4	92	0.253994920758	365
4	93	0.254690797253	366
4	94	0.255386673748	367
4	95	0.253994920758	365
4	96	0.253994920758	365
4	97	0.252603167767	363
4	98	0.253994920758	365
4	99	0.252603167767	363
4	100	0.253299044262	364
4	101	0.253299044262	364
4	102	0.250515538281	360
4	103	0.255386673748	367
4	104	0.253299044262	364
4	105	0.251907291272	362
4	106	0.251211414777	361
4	107	0.255386673748	367
4	108	0.253994920758	365
4	109	0.253299044262	364
4	110	0.252603167767	363
4	111	0.250515538281	360
4	112	0.253994920758	365
4	113	0.251907291272	362
4	114	0.252603167767	363
4	115	0.251907291272	362
4	116	0.254690797253	366
4	117	0.252603167767	363
4	118	0.251211414777	361
4	119	0.253994920758	365
4	120	0.253299044262	364
4	121	0.253299044262	364
4	122	0.253994920758	365
4	123	0.252603167767	363
4	124	0.254690797253	366
4	125	0.253994920758	365
4	126	0.253299044262	364
4	127	0.253299044262	364
4	128	0.254690797253	366
4	129	0.255386673748	367
4	130	0.251211414777	361
4	131	0.254690797253	366
4	132	0.255386673748	367
4	133	0.253299044262	364
4	134	0.252603167767	363
4	135	0.254690797253	366
4	136	0.256082550243	368
4	137	0.253994920758	365
4	138	0.252603167767	363
4	139	0.249123785291	358
4	140	0.251907291272	362
4	141	0.253299044262	364
4	142	0.257474303234	370
4	143	0.253299044262	364
4	144	0.253994920758	365
4	145	0.250515538281	360
4	146	0.252603167767	363
4	147	0.252603167767	363
4	148	0.253299044262	364
4	149	0.251907291272	362
4	150	0.253994920758	365
4	151	0.254690797253	366
4	152	0.254690797253	366
4	153	0.254690797253	366
4	154	0.253994920758	365
4	155	0.253994920758	365
4	156	0.251907291272	362
4	157	0.253299044262	364
4	158	0.255386673748	367
4	159	0.252603167767	363
4	160	0.249123785291	358
4	161	0.253299044262	364
4	162	0.253299044262	364
4	163	0.253299044262	364
4	164	0.253994920758	365
4	165	0.251907291272	362
4	166	0.252603167767	363
4	167	0.252603167767	363
4	168	0.253994920758	365
4	169	0.251211414777	361
4	170	0.253299044262	364
4	171	0.251211414777	361
4	172	0.251211414777	361
4	173	0.253994920758	365
4	174	0.253994920758	365
4	175	0.253994920758	365
4	176	0.252603167767	363
4	177	0.255386673748	367
4	178	0.253994920758	365
4	179	0.252603167767	363
4	180	0.252603167767	363
4	181	0.251907291272	362
4	182	0.253994920758	365
4	183	0.253994920758	365
4	184	0.252603167767	363
4	185	0.255386673748	367
4	186	0.253299044262	364
4	187	0.255386673748	367
4	188	0.251211414777	361
4	189	0.253299044262	364
4	190	0.252603167767	363
4	191	0.252603167767	363
4	192	0.256778426738	369
4	193	0.251211414777	361
4	194	0.253299044262	364
4	195	0.252603167767	363
4	196	0.252603167767	363
4	197	0.254690797253	366
4	198	0.250515538281	360
4	199	0.251907291272	362
4	200	0.253299044262	364
5	1	0.256375412709	368
5	2	0.258465429661	371
5	3	0.254285395758	365
5	4	0.258465429661	371
5	5	0.258465429661	371
5	6	0.256375412709	368
5	7	0.259858774295	373
5	8	0.259162101978	372
5	9	0.260555446612	374
5	10	0.258465429661	371
5	11	0.257072085026	369
5	12	0.257072085026	369
5	13	0.255678740392	367
5	14	0.257768757344	370
5	15	0.257072085026	369
5	16	0.257768757344	370
5	17	0.257072085026	369
5	18	0.259162101978	372
5	19	0.257072085026	369
5	20	0.258465429661	371
5	21	0.257072085026	369
5	22	0.258465429661	371
5	23	0.258465429661	371
5	24	0.257072085026	369
5	25	0.259162101978	372
5	26	0.257072085026	369
5	27	0.259162101978	372
5	28	0.260555446612	374
5	29	0.259162101978	372
5	30	0.257768757344	370
5	31	0.254982068075	366
5	32	0.258465429661	371
5	33	0.261948791246	376
5	34	0.258465429661	371
5	35	0.259162101978	372
5	36	0.257768757344	370
5	37	0.255678740392	367
5	38	0.257768757344	370
5	39	0.258465429661	371
5	40	0.257072085026	369
5	41	0.259858774295	373
5	42	0.257768757344	370
5	43	0.258465429661	371
5	44	0.257072085026	369
5	45	0.259162101978	372
5	46	0.259162101978	372
5	47	0.258465429661	371
5	48	0.257072085026	369
5	49	0.258465429661	371
5	50	0.256375412709	368
5	51	0.258465429661	371
5	52	0.259162101978	372
5	53	0.259162101978	372
5	54	0.257072085026	369
5	55	0.260555446612	374
5	56	0.259162101978	372
5	57	0.259162101978	372
5	58	0.258465429661	371
5	59	0.256375412709	368
5	60	0.257768757344	370
5	61	0.258465429661	371
5	62	0.257072085026	369
5	63	0.259162101978	372
5	64	0.257072085026	369
5	65	0.256375412709	368
5	66	0.256375412709	368
5	67	0.259162101978	372
5	68	0.259162101978	372
5	69	0.257072085026	369
5	70	0.259858774295	373
5	71	0.259858774295	373
5	72	0.259162101978	372
5	73	0.260555446612	374
5	74	0.258465429661	371
5	75	0.257072085026	369
5	76	0.258465429661	371
5	77	0.257768757344	370
5	78	0.257768757344	370
5	79	0.257072085026	369
5	80	0.259162101978	372
5	81	0.259858774295	373
5	82	0.259162101978	372
5	83	0.257072085026	369
5	84	0.259162101978	372
5	85	0.259858774295	373
5	86	0.257072085026	369
5	87	0.257072085026	369
5	88	0.257768757344	370
5	89	0.257072085026	369
5	90	0.257072085026	369
5	91	0.254982068075	366
5	92	0.257768757344	370
5	93	0.260555446612	374
5	94	0.255678740392	367
5	95	0.258465429661	371
5	96	0.259858774295	373
5	97	0.257072085026	369
5	98	0.259162101978	372
5	99	0.260555446612	374
5	100	0.259858774295	373
5	101	0.257072085026	369
5	102	0.257768757344	370
5	103	0.254982068075	366
5	104	0.258465429661	371
5	105	0.258465429661	371
5	106	0.258465429661	371
5	107	0.258465429661	371
5	108	0.259162101978	372
5	109	0.259162101978	372
5	110	0.256375412709	368
5	111	0.258465429661	371
5	112	0.256375412709	368
5	113	0.256375412709	368
5	114	0.257072085026	369
5	115	0.257072085026	369
5	116	0.256375412709	368
5	117	0.257072085026	369
5	118	0.255678740392	367
5	119	0.256375412709	368
5	120	0.257768757344	370
5	121	0.259162101978	372
5	122	0.255678740392	367
5	123	0.261252118929	375
5	124	0.257768757344	370
5	125	0.256375412709	368
5	126	0.257072085026	369
5	127	0.257072085026	369
5	128	0.257072085026	369
5	129	0.258465429661	371
5	130	0.257072085026	369
5	131	0.255678740392	367
5	132	0.256375412709	368
5	133	0.256375412709	368
5	134	0.256375412709	368
5	135	0.259162101978	372
5	136	0.257768757344	370
5	137	0.257768757344	370
5	138	0.257768757344	370
5	139	0.258465429661	371
5	140	0.256375412709	368
5	141	0.257072085026	369
5	142	0.261948791246	376
5	143	0.260555446612	374
5	144	0.259162101978	372
5	145	0.258465429661	371
5	146	0.257768757344	370
5	147	0.260555446612	374
5	148	0.256375412709	368
5	149	0.256375412709	368
5	150	0.257768757344	370
5	151	0.260555446612	374
5	152	0.259858774295	373
5	153	0.257768757344	370
5	154	0.259858774295	373
5	155	0.257768757344	370
5	156	0.259162101978	372
5	157	0.256375412709	368
5	158	0.256375412709	368
5	159	0.256375412709	368
5	160	0.257072085026	369
5	161	0.259858774295	373
5	162	0.254982068075	366
5	163	0.257072085026	369
5	164	0.259162101978	372
5	165	0.257768757344	370
5	166	0.256375412709	368
5	167	0.257072085026	369
5	168	0.259858774295	373
5	169	0.259162101978	372
5	170	0.259858774295	373
5	171	0.257768757344	370
5	172	0.259162101978	372
5	173	0.259858774295	373
5	174	0.258465429661	371
5	175	0.258465429661	371
5	176	0.259162101978	372
5	177	0.258465429661	371
5	178	0.259162101978	372
5	179	0.257768757344	370
5	180	0.256375412709	368
5	181	0.255678740392	367
5	182	0.257768757344	370
5	183	0.258465429661	371
5	184	0.256375412709	368
5	185	0.255678740392	367
5	186	0.256375412709	368
5	187	0.257768757344	370
5	188	0.257768757344	370
5	189	0.259162101978	372
5	190	0.258465429661	371
5	191	0.258465429661	371
5	192	0.257072085026	369
5	193	0.257768757344	370
5	194	0.257768757344	370
5	195	0.257072085026	369
5	196	0.259162101978	372
5	197	0.254982068075	366
5	198	0.256375412709	368
5	199	0.258465429661	371
5	200	0.257768757344	370
6	1	0.25341097673	365
6	2	0.24855104019	358
6	3	0.255493806676	368
6	4	0.257576636622	371
6	5	0.25341097673	365
6	6	0.251328146784	362
6	7	0.255493806676	368
6	8	0.254799530027	367
6	9	0.254799530027	367
6	10	0.25341097673	365
6	11	0.254799530027	367
6	12	0.252716700081	364
6	13	0.25341097673	365
6	14	0.252022423433	363
6	15	0.25341097673	365
6	16	0.254105253379	366
6	17	0.251328146784	362
6	18	0.256188083324	369
6	19	0.254105253379	366
6	20	0.254799530027	367
6	21	0.25341097673	365
6	22	0.254105253379	366
6	23	0.252022423433	363
6	24	0.25341097673	365
6	25	0.254105253379	366
6	26	0.255493806676	368
6	27	0.254799530027	367
6	28	0.251328146784	362
6	29	0.25341097673	365
6	30	0.252022423433	363
6	31	0.252716700081	364
6	32	0.254105253379	366
6	33	0.254799530027	367
6	34	0.254105253379	366
6	35	0.254799530027	367
6	36	0.252716700081	364
6	37	0.255493806676	368
6	38	0.251328146784	362
6	39	0.254105253379	366
6	40	0.254799530027	367
6	41	0.255493806676	368
6	42	0.25341097673	365
6	43	0.254105253379	366
6	44	0.251328146784	362
6	45	0.25341097673	365
6	46	0.252716700081	364
6	47	0.254799530027	367
6	48	0.25341097673	365
6	49	0.255493806676	368
6	50	0.254799530027	367
6	51	0.252022423433	363
6	52	0.251328146784	362
6	53	0.254799530027	367
6	54	0.254799530027	367
6	55	0.252716700081	364
6	56	0.25341097673	365
6	57	0.254799530027	367
6	58	0.256188083324	369
6	59	0.251328146784	362
6	60	0.254799530027	367
6	61	0.25341097673	365
6	62	0.254105253379	366
6	63	0.256882359973	370
6	64	0.252716700081	364
6	65	0.254799530027	367
6	66	0.25341097673	365
6	67	0.254105253379	366
6	68	0.254105253379	366
6	69	0.254105253379	366
6	70	0.249939593487	360
