delta_x	delta_ca	T0_V	T0_Ca	T0_method	T_category_id	T_encoding	gamma_category_id	gamma_encoding	T_scs	gamma_scs	status
-1.342105	-43.684211	-45.770382	0.834906	continued:5	25	179099	31	4061	1,0,-2,1	17,0,-1,-1	ok
-1.289474	-43.684211	-46.072288	0.832113	full	5	298	29	3972	1,0,-1,0	-17,0,-1,-1	ok
-1.236842	-43.684211	-44.234138	0.800644	continued:5	17	12088	25	2382	1,-1,0,1	-17,-1,0,-1	ok
-1.184211	-43.684211	-44.952499	0.797850	continued:5	22	62479	36	5963	1,-1,2,-1	16,1,-1,-1	ok
-1.131579	-43.684211	-45.562206	0.797683	continued:5	13	7380	19	1798	-1,-1,1,-1	16,-1,-1,0	ok
-1.078947	-43.684211	-46.056438	0.800476	continued:5	11	3158	27	3797	1,1,-1,-1	-16,0,-1,-1	ok
-1.026316	-43.684211	-46.420883	0.797683	continued:5	19	32638	40	9285	1,-1,-1,1	-16,-1,-2,0	ok
-0.973684	-43.684211	-46.725771	0.794890	full	28	372814	26	3539	1,-1,3,-1	-16,-2,0,-1	ok
-0.921053	-43.684211	-44.921967	0.761072	continued:5	160	11075974623979695044	50	110185	1,-2,-2,-15	15,-14,-1	ok
-0.868421	-43.684211	-45.696236	0.758279	continued:5	47	7844219629	101	6180996490	1,0,-15,-1	15,-2,-15,0	ok
-0.815789	-43.684211	-46.336901	0.761072	continued:5	32	7305752	48	63516	-1,4,0,2	15,0,2,-1	ok
-0.763158	-43.684211	-46.809727	0.763866	continued:5	158	7218185061172611833	109	41821067416	1,-14,-5,14	-15,-1,11,-3	ok
-0.710526	-43.684211	-47.141307	0.761072	continued:5	163	17506287721114551269	178	6180384762797605892	1,1,-15,-15	-15,-5,-1,14	ok
-0.657895	-43.684211	-47.405115	0.758279	full	161	17208245760586616360	99	5869590349	-1,-1,14,-15	-15,14,-15	ok
-0.605263	-43.684211	-47.220347	0.745113	continued:5	61	58819251719254	94	4537948250	1,14,14,-6	14,14,14	ok
-0.552632	-43.684211	-47.523264	0.742320	continued:5	54	84397834126	84	1974275675	1,-14,-13,-3	14,-14,-13	ok
-0.500000	-43.684211	-47.757077	0.739526	full	155	5940728395798568504	91	3446948908	-1,-14,-14,-14	-14,-14,-14	ok
-1.500000	-42.368421	-44.221328	0.833154	continued:5	2	89	12	914	1,0,0,0	16,0,0,0	ok
-1.447368	-42.368421	-44.813879	0.832987	continued:5	4	275	12	914	-1,0,-1,0	16,0,0,0	ok
-1.394737	-42.368421	-45.305278	0.830194	continued:5	9	1709	12	914	1,0,-1,-1	16,0,0,0	ok
-1.342105	-42.368421	-45.738916	0.827400	continued:5	2	89	12	914	1,0,0,0	16,0,0,0	ok
-1.289474	-42.368421	-46.118954	0.824607	continued:5	2	89	11	872	1,0,0,0	-16,0,0,0	ok
-1.236842	-42.368421	-46.447625	0.821814	full	2	89	23	2247	1,0,0,0	-16,-1,0,-1	ok
-1.184211	-42.368421	-43.941573	0.789469	continued:5	24	140713	32	4530	1,-1,3,0	15,1,1,0	ok
-1.131579	-42.368421	-44.790201	0.786676	continued:5	33	8775953	103	7661177406	1,0,-1,2	15,-1,-1,-4	ok
-1.078947	-42.368421	-45.495071	0.784345	continued:5	34	39725240	61	15078256	-1,0,2,2	15,0,1,2	ok
-1.026316	-42.368421	-46.087518	0.787138	continued:5	23	94393	42	13832	1,2,2,-1	-15,0,0,1	ok
-0.973684	-42.368421	-46.532256	0.784345	continued:5	20	38501	93	3551938441	1,1,-1,1	-15,-1,-14,0	ok
-0.921053	-42.368421	-46.904606	0.781551	continued:5	49	10279270651	96	4795093456	1,-1,14,1	-15,2,14,0	ok
-0.868421	-42.368421	-47.210431	0.778758	full	1	77	92	3480908175	-1,0,0,0	14,14,-14	ok
-0.815789	-42.368421	-45.011170	0.743573	continued:5	157	6180089861967219899	49	95675	1,4,-1,14	14,-14,0	ok
-0.763158	-42.368421	-45.871767	0.740780	continued:5	42	3515201627	177	3580906117135859375	-1,0,-14,0	14,-4,1,-14	ok
-0.710526	-42.368421	-46.573588	0.741488	continued:5	56	120791777315	176	3579731557503242059	-1,-14,-14,-3	-14,-1,1,-14	ok
-0.657895	-42.368421	-47.111014	0.744282	continued:5	152	5825381327716214626	175	1945906624213107543	1,-14,13,-14	-14,2,-14,-13	ok
-0.605263	-42.368421	-47.490302	0.741488	continued:5	156	5940728399245517414	91	3446948908	1,-14,-14,-14	-14,-14,-14	ok
-0.552632	-42.368421	-47.789537	0.738695	continued:5	154	5940442209418117784	91	3446948908	1,13,-14,-14	-14,-14,-14	ok
-0.500000	-42.368421	-48.018633	0.735902	full	153	5940442205971251902	91	3446948908	-1,13,-14,-14	-14,-14,-14	ok
-1.500000	-41.052632	-44.166028	0.824330	continued:5	2	89	10	831	1,0,0,0	15,0,0,0	ok
-1.447368	-41.052632	-44.869803	0.821536	continued:5	1	77	10	831	-1,0,0,0	15,0,0,0	ok
-1.394737	-41.052632	-45.484515	0.824330	continued:5	2	89	10	831	1,0,0,0	15,0,0,0	ok
-1.342105	-41.052632	-45.967114	0.824369	continued:5	2	89	10	831	1,0,0,0	15,0,0,0	ok
-1.289474	-41.052632	-46.361658	0.821576	continued:5	2	89	10	831	1,0,0,0	15,0,0,0	ok
-1.236842	-41.052632	-46.702049	0.818782	full	1	77	9	791	-1,0,0,0	-15,0,0,0	ok
-1.184211	-41.052632	-44.046839	0.784115	continued:5	8	1174	22	2116	1,0,1,0	-15,-1,0,-1	ok
-1.131579	-41.052632	-44.945036	0.781322	continued:5	2	89	56	713387	1,0,0,0	14,-6,0,-2	ok
-1.078947	-41.052632	-45.691473	0.780486	continued:5	40	752041152	38	6875	-1,-1,0,3	14,-2,-1,-1	ok
-1.026316	-41.052632	-46.302742	0.783279	continued:5	10	2143	13	918	1,2,0,-1	14,-1,0,0	ok
-0.973684	-41.052632	-46.763437	0.780486	continued:5	36	75000626	86	1975972652	1,1,0,-3	14,0,-13,0	ok
-0.921053	-41.052632	-47.148058	0.777693	continued:5	43	4664186234	14	1198	1,0,-14,-1	-14,0,-1,0	ok
-0.868421	-41.052632	-47.462788	0.774899	full	55	90135574235	74	1034146954	-1,0,13,-3	-14,-1,-1,3	ok
-0.815789	-41.052632	-45.245975	0.738701	continued:5	151	5822843588106930943	90	3379940844	1,9,13,-14	-14,-13,-14	ok
-0.763158	-41.052632	-46.123962	0.735908	continued:5	48	9752108652	89	2592900051	-1,-1,1,-4	-14,13,13	ok
-0.710526	-41.052632	-46.840260	0.737826	continued:5	149	3361378628987190902	88	2592828040	-1,13,13,13	13,13,13	ok
-0.657895	-41.052632	-47.376199	0.740619	continued:5	148	1905213255228367888	88	2592828040	1,13,13,-13	13,13,13	ok
-0.605263	-41.052632	-47.753130	0.737826	continued:5	147	1862522112253015564	83	1930099489	1,-13,-13,-13	13,-13,-13	ok
-0.552632	-41.052632	-48.048534	0.735032	continued:5	146	1862522110322978202	82	1930037360	-1,-13,-13,-13	-13,-13,-13	ok
-0.500000	-41.052632	-48.272798	0.732239	full	146	1862522110322978202	172	1862522156643875166	-1,-13,-13,-13	-13,-13,-13,-13	ok
-1.500000	-39.736842	-43.060661	0.815578	continued:5	2	89	9	791	1,0,0,0	-15,0,0,0	ok
-1.447368	-39.736842	-44.046746	0.816079	continued:5	2	89	13	918	1,0,0,0	14,-1,0,0	ok
-1.394737	-39.736842	-44.812229	0.813286	continued:5	1	77	8	752	-1,0,0,0	14,0,0,0	ok
-1.342105	-39.736842	-45.472568	0.816079	continued:5	2	89	8	752	1,0,0,0	14,0,0,0	ok
-1.289474	-39.736842	-45.990306	0.813286	continued:5	2	89	8	752	1,0,0,0	14,0,0,0	ok
-1.236842	-39.736842	-46.441626	0.810492	continued:5	2	89	8	752	1,0,0,0	14,0,0,0	ok
-1.184211	-39.736842	-46.830090	0.807699	continued:5	2	89	8	752	1,0,0,0	14,0,0,0	ok
-1.131579	-39.736842	-47.158436	0.804906	full	14	9590	112	396458684893839	-1,0,0,1	-14,0,0,-8	ok
-1.078947	-39.736842	-46.440954	0.787345	continued:5	3	151	21	1989	1,-1,0,0	-14,-1,0,-1	ok
-1.026316	-39.736842	-46.898641	0.784552	continued:5	58	6414751283533	174	1908264331557734844	1,0,13,-5	-14,-13,0,13	ok
-0.973684	-39.736842	-47.281616	0.781758	continued:5	21	45752	54	537140	-1,0,-3,0	13,13,-2,-1	ok
-0.921053	-39.736842	-47.595407	0.778965	full	51	13241746952	173	1908264329604141064	-1,0,13,-2	13,-13,0,13	ok
-0.868421	-39.736842	-44.366438	0.736904	continued:5	26	185134	83	1930099489	1,-13,-1,-1	13,-13,-13	ok
-0.815789	-39.736842	-45.482058	0.734111	continued:5	50	12422111008	55	541294	1,12,-13,-2	13,11,3	ok
-0.763158	-39.736842	-46.373493	0.731318	continued:5	143	1860484471276924502	80	1642017446	-1,4,-13,-13	-13,-6,-13	ok
-0.710526	-39.736842	-47.100475	0.734111	continued:5	146	1862522110322978202	81	1908291506	-1,-13,-13,-13	-13,12,-13	ok
-0.657895	-39.736842	-47.635134	0.736904	continued:5	147	1862522112253015564	172	1862522156643875166	1,-13,-13,-13	-13,-13,-13,-13	ok
-0.605263	-39.736842	-48.009630	0.734111	continued:5	147	1862522112253015564	172	1862522156643875166	1,-13,-13,-13	-13,-13,-13,-13	ok
-0.552632	-39.736842	-48.301112	0.731318	continued:5	145	1862402202891664994	172	1862522156643875166	-1,12,-13,-13	-13,-13,-13,-13	ok
-0.500000	-39.736842	-48.520502	0.728524	full	140	1009021255905833795	79	1420631531	-1,12,12,12	-13,12,12	ok
-1.500000	-38.421053	-46.439479	0.828167	continued:5	2	89	8	752	1,0,0,0	14,0,0,0	ok
-1.447368	-38.421053	-46.921623	0.825373	continued:5	2	89	7	714	1,0,0,0	-14,0,0,0	ok
-1.394737	-38.421053	-47.341955	0.822580	full	2	89	7	714	1,0,0,0	-14,0,0,0	ok
-1.342105	-38.421053	-43.416851	0.790473	continued:5	2	89	21	1989	1,0,0,0	-14,-1,0,-1	ok
-1.289474	-38.421053	-44.508490	0.787680	continued:5	2	89	17	1352	1,0,0,0	13,-2,0,0	ok
-1.236842	-38.421053	-45.397476	0.784887	continued:5	1	77	148	32502835325837630	-1,0,0,0	13,1,0,10	ok
-1.184211	-38.421053										error: T SSCS does not start with ±1: [-2, 0, 0, 0]
-1.131579	-38.421053	-46.153236	0.787680	continued:5	29	1026026	20	1927	1,1,-3,1	13,-1,0,-1	ok
-1.078947	-38.421053	-46.690692	0.784887	continued:5	31	5256901	85	1975846927	1,-1,0,2	13,0,-13,0	ok
-1.026316	-38.421053	-47.145765	0.782093	continued:5	44	4749664378	75	1061798378	1,0,-13,1	-13,0,-12,0	ok
-0.973684	-38.421053	-47.524522	0.779300	continued:5	59	16304976506327	107	10437162935	-1,0,-13,5	-13,0,-13,-2	ok
-0.921053	-38.421053	-47.832712	0.776507	full	142	1777211444189069469	46	52301	-1,1,-12,-13	-13,-2,-1,1	ok
-0.868421	-38.421053	-44.955075	0.736943	continued:5	141	1009021257326412026	79	1420631531	1,12,12,12	-13,12,12	ok
-0.815789	-38.421053	-45.957015	0.734150	continued:5	144	1862042515335788795	79	1420631531	-1,-11,-13,-13	-13,12,12	ok
-0.763158	-38.421053	-46.771124	0.733107	continued:5	140	1009021255905833795	78	1420578229	-1,12,12,12	12,12,12	ok
-0.710526	-38.421053	-47.418346	0.735900	continued:5	141	1009021257326412026	78	1420578229	1,12,12,12	12,12,12	ok
-0.657895	-38.421053	-47.887634	0.733107	continued:5	141	1009021257326412026	78	1420578229	1,12,12,12	12,12,12	ok
-0.605263	-38.421053	-48.259953	0.730314	continued:5	141	1009021257326412026	171	1009021288579133361	1,12,12,12	12,12,12,12	ok
-0.552632	-38.421053	-48.547732	0.727520	continued:5	136	533508198414997652	169	533508222173189616	-1,-12,-12,-12	12,-12,-12,-12	ok
-0.500000	-38.421053	-48.762480	0.724727	full	136	533508198414997652	168	533508221140224737	-1,-12,-12,-12	-12,-12,-12,-12	ok
-1.500000	-37.105263	-47.362617	0.833530	full	2	89	6	677	1,0,0,0	13,0,0,0	ok
-1.447368	-37.105263	-43.141855	0.795646	continued:5	2	89	6	677	1,0,0,0	13,0,0,0	ok
-1.394737	-37.105263	-44.328952	0.792852	continued:5	2	89	6	677	1,0,0,0	13,0,0,0	ok
-1.342105	-37.105263	-45.286390	0.790059	continued:5	1	77	6	677	-1,0,0,0	13,0,0,0	ok
-1.289474	-37.105263	-46.103323	0.788269	continued:5	18	15050	5	641	-1,0,2,0	-13,0,0,0	ok
-1.236842	-37.105263	-46.797954	0.791062	continued:5	123	141937412508453626	5	641	1,1,0,11	-13,0,0,0	ok
-1.184211	-37.105263	-47.339835	0.788269	continued:5	3	151	170	640711544370080978	1,-1,0,0	-13,0,3,12	ok
-1.131579	-37.105263	-47.797418	0.785475	continued:5	41	752079934	44	37925	1,-1,0,3	-13,2,2,0	ok
-1.078947	-37.105263	-48.175728	0.782682	full	139	959091403103514526	95	4537948254	1,-1,11,12	12,12,12,1	ok
-1.026316	-37.105263										error: T SSCS does not start with ±1: [-2, -1, 0, 12]
-0.973684	-37.105263	-41.648596	0.732226	continued:5	131	299412216148756655	87	1996582812	-1,-1,1,-12	12,12,-11,1	ok
-0.921053	-37.105263	-43.865515	0.735019	continued:5	138	533555150799653203	66	274658179	1,12,-12,-12	12,12,-10	ok
-0.868421	-37.105263	-45.170018	0.732226	continued:5	133	519561786540084884	71	752079912	1,-12,11,-12	12,-12,11	ok
-0.815789	-37.105263	-46.189633	0.729433	continued:5	136	533508198414997652	169	533508222173189616	-1,-12,-12,-12	12,-12,-12,-12	ok
-0.763158	-37.105263	-47.018410	0.729265	continued:5	136	533508198414997652	168	533508221140224737	-1,-12,-12,-12	-12,-12,-12,-12	ok
-0.710526	-37.105263	-47.667057	0.732059	continued:5	137	533508199447962509	168	533508221140224737	1,-12,-12,-12	-12,-12,-12,-12	ok
-0.657895	-37.105263	-48.135879	0.729265	continued:5	137	533508199447962509	168	533508221140224737	1,-12,-12,-12	-12,-12,-12,-12	ok
-0.605263	-37.105263	-48.505624	0.726472	continued:5	137	533508199447962509	168	533508221140224737	1,-12,-12,-12	-12,-12,-12,-12	ok
-0.552632	-37.105263	-48.789390	0.723679	continued:5	136	533508198414997652	168	533508221140224737	-1,-12,-12,-12	-12,-12,-12,-12	ok
-0.500000	-37.105263	-48.999301	0.720885	full	136	533508198414997652	168	533508221140224737	-1,-12,-12,-12	-12,-12,-12,-12	ok
-1.500000	-35.789474	-47.574772	0.832117	full	2	89	5	641	1,0,0,0	-13,0,0,0	ok
-1.447368	-35.789474	-46.073922	0.811945	continued:5	2	89	33	4536	1,0,0,0	12,4,0,0	ok
